[2026-08-14T05:28:39.443Z] GET http://localhost:3000/_next/static/chunks/Desktop_projects_wacrm_src_app_icon--metadata_06p1ixb.js → 200 (33ms, ?B)
[2026-08-14T05:28:39.445Z] GET http://localhost:3000/_next/static/chunks/0s3p_1kf68hz._.js → 200 (34ms, ?B)
[2026-08-14T05:28:39.445Z] GET http://localhost:3000/_next/static/chunks/Desktop_projects_wacrm_src_0d9d8b1._.js → 200 (54ms, ?B)
[2026-08-14T05:28:39.445Z] GET http://localhost:3000/_next/static/chunks/Desktop_projects_wacrm_src_app_layout_tsx_06p1ixb._.js → 200 (54ms, ?B)
[2026-08-14T05:28:39.445Z] GET http://localhost:3000/_next/static/chunks/Desktop_projects_wacrm_src_0-h7uj6._.js → 200 (55ms, ?B)
[2026-08-14T05:28:39.445Z] GET http://localhost:3000/_next/static/chunks/0s3p_%40supabase_postgrest-js_dist_index_mjs_0afrif2._.js → 200 (57ms, ?B)
[2026-08-14T05:28:39.446Z] GET http://localhost:3000/_next/static/chunks/0s3p_%40supabase_auth-js_dist_module_1h125vx._.js → 200 (56ms, ?B)
[2026-08-14T05:28:39.446Z] GET http://localhost:3000/_next/static/chunks/0s3p_tailwind-merge_dist_bundle-mjs_mjs_0lc7u3d._.js → 200 (56ms, ?B)
[2026-08-14T05:28:39.446Z] GET http://localhost:3000/_next/static/chunks/0s3p_%40base-ui_react_1cyzzb7._.js → 200 (58ms, ?B)
[2026-08-14T05:28:39.446Z] GET http://localhost:3000/_next/static/chunks/0s3p_036y916._.js → 200 (58ms, ?B)
[2026-08-14T05:28:39.447Z] GET http://localhost:3000/_next/static/chunks/Desktop_projects_wacrm_src_app_(dashboard)_layout_tsx_1--5669._.js → 200 (55ms, ?B)
[2026-08-14T05:28:39.447Z] GET http://localhost:3000/_next/static/chunks/Desktop_projects_wacrm_src_0x1cbvf._.js → 200 (56ms, ?B)
[2026-08-14T05:28:39.447Z] GET http://localhost:3000/_next/static/chunks/0s3p_recharts_es6_util_0sqz-2b._.js → 200 (57ms, ?B)
[2026-08-14T05:28:39.447Z] GET http://localhost:3000/_next/static/chunks/0s3p_recharts_es6_component_1sz0d3n._.js → 200 (57ms, ?B)
[2026-08-14T05:28:39.447Z] GET http://localhost:3000/_next/static/chunks/0s3p_recharts_es6_state_0oj9kp7._.js → 200 (61ms, ?B)
[2026-08-14T05:28:39.447Z] GET http://localhost:3000/_next/static/chunks/0s3p_recharts_es6_cartesian_1p0_ye0._.js → 200 (58ms, ?B)
[2026-08-14T05:28:39.447Z] GET http://localhost:3000/_next/static/chunks/0s3p_recharts_es6_0j1ra0d._.js → 200 (59ms, ?B)
[2026-08-14T05:28:39.448Z] GET http://localhost:3000/_next/static/chunks/0s3p_14sqbkl._.js → 200 (90ms, ?B)
[2026-08-14T05:28:39.448Z] GET http://localhost:3000/_next/static/chunks/Desktop_projects_wacrm_src_app_(dashboard)_dashboard_page_tsx_18vm7h6._.js → 200 (61ms, ?B)
[2026-08-14T05:28:39.448Z] GET http://localhost:3000/_next/static/chunks/0s3p_next_dist_client_components_builtin_global-error_1--5669.js → 200 (61ms, ?B)
[2026-08-14T05:28:39.497Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 200 (12ms, ?B)
[2026-08-14T05:28:39.498Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1wvfdr9._.js → 200 (12ms, ?B)
[2026-08-14T05:28:39.538Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/profiles?select=id%2Cfull_name%2Cemail%2Cavatar_url%2Crole%2Cbeta_features%2Caccount_id%2Caccount_role&user_id=eq.2b2363a2-7aa9-4c21-87ec-4991c0fb105b → 200 (69ms, 1038B)
[2026-08-14T05:28:39.538Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/profiles?select=id%2Cfull_name%2Cemail%2Cavatar_url%2Crole%2Cbeta_features%2Caccount_id%2Caccount_role&user_id=eq.2b2363a2-7aa9-4c21-87ec-4991c0fb105b → 200 (21ms, 1074B)
[2026-08-14T05:28:39.557Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/conversations?select=id%2Cunread_count → 200 (105ms, 893B)
[2026-08-14T05:28:39.557Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/notifications?select=*&read_at=is.null → 200 (79ms, ?B)
[2026-08-14T05:28:39.557Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/conversations?select=id&status=eq.open → 200 (79ms, ?B)
[2026-08-14T05:28:39.557Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/conversations?select=id&status=eq.open&created_at=gte.2026-08-13T18%3A30%3A00.000Z → 200 (71ms, ?B)
[2026-08-14T05:28:39.558Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/conversations?select=id&status=eq.open&created_at=gte.2026-08-12T18%3A30%3A00.000Z&created_at=lt.2026-08-13T18%3A30%3A00.000Z → 200 (92ms, ?B)
[2026-08-14T05:28:39.558Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/contacts?select=id&created_at=gte.2026-08-13T18%3A30%3A00.000Z → 200 (78ms, ?B)
[2026-08-14T05:28:39.558Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/contacts?select=id&created_at=gte.2026-08-12T18%3A30%3A00.000Z&created_at=lt.2026-08-13T18%3A30%3A00.000Z → 200 (90ms, ?B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/deals?select=value%2Cstatus&status=eq.open → 200 (112ms, 758B)
[2026-08-14T05:28:39.558Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/messages?select=id&sender_type=eq.agent&created_at=gte.2026-08-13T18%3A30%3A00.000Z → 200 (81ms, ?B)
[2026-08-14T05:28:39.558Z] HEAD https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/messages?select=id&sender_type=eq.agent&created_at=gte.2026-08-12T18%3A30%3A00.000Z&created_at=lt.2026-08-13T18%3A30%3A00.000Z → 200 (127ms, ?B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/messages?select=created_at%2Csender_type&created_at=gte.2026-07-15T18%3A30%3A00.000Z&order=created_at.asc → 200 (127ms, 1005B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/pipeline_stages?select=id%2Cname%2Ccolor%2Cpipeline_id%2Cposition&order=position.asc → 200 (130ms, 1118B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/deals?select=stage_id%2Cvalue%2Cstatus&status=eq.open → 200 (127ms, 767B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/messages?select=conversation_id%2Csender_type%2Ccreated_at&created_at=gte.2026-07-31T18%3A30%3A00.000Z&order=conversation_id.asc%2Ccreated_at.asc → 200 (187ms, 1103B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/messages?select=id%2Ccontent_text%2Csender_type%2Ccreated_at%2Cconversation_id%2Cconversations%28contact_id%2Ccontacts%28name%2Cphone%29%29&sender_type=eq.customer&order=created_at.desc&limit=10 → 200 (189ms, 1345B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/contacts?select=id%2Cname%2Cphone%2Ccreated_at&order=created_at.desc&limit=10 → 200 (127ms, 1007B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/deals?select=id%2Ctitle%2Cupdated_at%2Cstage%3Apipeline_stages%28name%29&order=updated_at.desc&limit=10 → 200 (148ms, 801B)
[2026-08-14T05:28:39.558Z] GET https://ebqfbgatndyhwevyheot.supabase.co/rest/v1/broadcasts?select=id%2Cname%2Cstatus%2Ctotal_recipients%2Ccreated_at&order=created_at.desc&limit=5 → 200 (127ms, 796B)
